### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
inefficientxsycophant;§u–2§!              §G!!!§! Inefficient, sycophant;§u–2§!              §G!!!§! Inefficace, flagorneur;§u–2§!              §G!!!§! Ineffizient, kriecher;;§u–2§!              §G!!!§! Ineficaz, adulador;;;;;;;;;
inefficientxtoady;§u–1§!              §h?§! Inefficient, toady;§u–1§!              §h?§! Inefficace, flatteur;§u–1§!              §h?§! Ineffizient, schleimer;;§u–1§!              §h?§! Ineficaz, pelota;;;;;;;;;
inefficientxyesman;§u–2§!                 Inefficient, yesman;§u–2§!                 Inefficace, béni-oui-oui;§u–2§!                 Ineffizient, jasager;;§u–2§!                 Ineficaz, pelotillero;;;;;;;;;
inefficientxbrownnoser;§u–1§!                 Inefficient, brownnoser;§u–1§!                 Inefficace, lèche-cul;§u–1§!                 Ineffizient, stiefellecker;;§u–1§!                 Ineficaz, obsequioso;;;;;;;;;
inefficientxspoiled;§h+2§!                 Inefficient, spoiled;§h+2§!                 Inefficace, gâté;§h+2§!                 Ineffizient, verwöhnt;;§h+2§!                 Ineficaz, malcriado;;;;;;;;;
inefficientxschool_of_defense;§u–2§! §G+3§!            Inefficient, school of defense;§u–2§! §G+3§!            Inefficace, école de défense;§u–2§! §G+3§!            Ineffizient, schule der verteidigung;;§u–2§! §G+3§!            Ineficaz, escuela de la defensa;;;;;;;;;
inefficientxschool_of_offense;§u–1§!      §h+10%§!§h?§! Inefficient, school of offense;§u–1§!      §h+10%§!§h?§! Inefficace, école d'attaque;§u–1§!      §h+10%§!§h?§! Ineffizient, schule der offensive;;§u–1§!      §h+10%§!§h?§! Ineficaz, escuela del ataque;;;;;;;;;
inefficientxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!   Inefficient, school of the bayonet;§h+2§! §h+1§! §h+10%§!   Inefficace, école de la baïonnette;§h+2§! §h+1§! §h+10%§!   Ineffizient, schule des bajonetts;;§h+2§! §h+1§! §h+10%§!   Ineficaz, escuela de la bayoneta;;;;;;;;;
inefficientxschool_of_firepower;§u–1§!              §G!!!§! Inefficient, school of firepower;§u–1§!              §G!!!§! Inefficace, école de la puissance de feu;§u–1§!              §G!!!§! Ineffizient, schule der feuerkraft;;§u–1§!              §G!!!§! Ineficaz, escuela de la potencia de fuego;;;;;;;;;
inefficientxartillerist;§u–2§! §h+1§!         §h?§! Inefficient, artillerist;§u–2§! §h+1§!         §h?§! Inefficace, artilleur;§u–2§! §h+1§!         §h?§! Ineffizient, artillerist;;§u–2§! §h+1§!         §h?§! Ineficaz, artillero;;;;;;;;;
inefficientxuncommonly_young;§u–1§! §h+1§!            Inefficient, uncommonly young;§u–1§! §h+1§!            Inefficace, singulièrement jeune;§u–1§! §h+1§!            Ineffizient, ungewöhnlich jung;;§u–1§! §h+1§!            Ineficaz, extraordinariamente joven;;;;;;;;;
inefficientxsucker;§R–3§!                 Inefficient, sucker;§R–3§!                 Inefficace, gogo;§R–3§!                 Ineffizient, trottel;;§R–3§!                 Ineficaz, chupóptero;;;;;;;;;
inefficientxsad_sack;§R–4§!                 Inefficient, sad sack;§R–4§!                 Inefficace, raté;§R–4§!                 Ineffizient, trauriger sack;;§R–4§!                 Ineficaz, negado;;;;;;;;;
inefficientxunfit;§R–4§!              §R¡¡¡§! Inefficient, unfit;§R–4§!              §R¡¡¡§! Inefficace, inapte;§R–4§!              §R¡¡¡§! Ineffizient, ungeeignet;;§R–4§!              §R¡¡¡§! Ineficaz, inútil;;;;;;;;;
inefficientxunqualified;§u–2§!      §u–10%§!   Inefficient, unqualified;§u–2§!      §u–10%§!   Inefficace, non qualifié;§u–2§!      §u–10%§!   Ineffizient, unqualifiziert;;§u–2§!      §u–10%§!   Ineficaz, inepto;;;;;;;;;
inefficientxpawn;§u–2§!                 Inefficient, pawn;§u–2§!                 Inefficace, pion;§u–2§!                 Ineffizient, pfand;;§u–2§!                 Ineficaz, títere;;;;;;;;;
inefficientxelderly;§u–2§!                 Inefficient, elderly;§u–2§!                 Inefficace, âgé;§u–2§!                 Ineffizient, älter;;§u–2§!                 Ineficaz, anciano;;;;;;;;;
inefficientxincompetent;§u–2§!                 Inefficient, incompetent;§u–2§!                 Inefficace, incompétent;§u–2§!                 Ineffizient, inkompetent;;§u–2§!                 Ineficaz, incompetente;;;;;;;;;
perversexwar_college;§h+1§!              §R¡¡¡§! Perverse, war college;§h+1§!              §R¡¡¡§! Entêté, école militaire;§h+1§!              §R¡¡¡§! Pervers, militärakademie;;§h+1§!              §R¡¡¡§! Perverso, academia militar;;;;;;;;;
perversexcavalry_school;§h+2§!              §R¡¡¡§! Perverse, cavalry school;§h+2§!              §R¡¡¡§! Entêté, école de cavalerie;§h+2§!              §R¡¡¡§! Pervers, kavallerieschule;;§h+2§!              §R¡¡¡§! Perverso, escuela de caballería;;;;;;;;;
perversexengineer;          §h  +5%§!§R¡¡¡§! Perverse, engineer;          §h  +5%§!§R¡¡¡§! Entêté, sapeur;          §h  +5%§!§R¡¡¡§! Pervers, pionier;;          §h  +5%§!§R¡¡¡§! Perverso, ingenieros;;;;;;;;;
perversexarmchair_general;          §h+10%§!§R¡¡¡§! Perverse, armchair general;          §h+10%§!§R¡¡¡§! Entêté, général de façade;          §h+10%§!§R¡¡¡§! Pervers, sesselgeneral;;          §h+10%§!§R¡¡¡§! Perverso, general apoltronado;;;;;;;;;
perversexbureaucrat_speed;          §h+15%§!§R¡¡¡§! Perverse, bureaucrat speed;          §h+15%§!§R¡¡¡§! Entêté, vitesse de bureaucrate;          §h+15%§!§R¡¡¡§! Pervers, bürokratische geschwindigkeit;;          §h+15%§!§R¡¡¡§! Perverso, chupatintas;;;;;;;;;
perversexgenerals_aide;     §h+1§!         §R¡¡¡§! Perverse, general's aide;     §h+1§!         §R¡¡¡§! Entêté, aide de camp;     §h+1§!         §R¡¡¡§! Pervers, generalsadjutant;;     §h+1§!         §R¡¡¡§! Perverso, ayudante de campo;;;;;;;;;
perversexamateur;     §u–1§! §u–25%§!§R¡¡¡§! Perverse, amateur;     §u–1§! §u–25%§!§R¡¡¡§! Entêté, amateur;     §u–1§! §u–25%§!§R¡¡¡§! Pervers, amateur;;     §u–1§! §u–25%§!§R¡¡¡§! Perverso, aficionado;;;;;;;;;
perversexmadman;                  §R¡¡¡§! Perverse, madman;                  §R¡¡¡§! Entêté, fou;                  §R¡¡¡§! Pervers, irrer;;                  §R¡¡¡§! Perverso, loco;;;;;;;;;
perversexaristocrat;                  §u¿§! Perverse, aristocrat;                  §u¿§! Entêté, aristocrate;                  §u¿§! Pervers, aristokrat;;                  §u¿§! Perverso, aristócrata;;;;;;;;;
perversexdrillmaster;                  §G!!!§! Perverse, drillmaster;                  §G!!!§! Entêté, sergent instructeur;                  §G!!!§! Pervers, zuchtmeister;;                  §G!!!§! Perverso, instructor;;;;;;;;;
perversexbutcher;                  §R¡¡¡§! Perverse, butcher;                  §R¡¡¡§! Entêté, boucher;                  §R¡¡¡§! Pervers, schlächter;;                  §R¡¡¡§! Perverso, carnicero;;;;;;;;;
perversexexranker;                  §R¡¡¡§! Perverse, exranker;                  §R¡¡¡§! Entêté, ancien militaire;                  §R¡¡¡§! Pervers, ex-gefreiter;;                  §R¡¡¡§! Perverso, ascendido desde la tropa;;;;;;;;;
perversexadventurer;§h+1§!              §R¡¡¡§! Perverse, adventurer;§h+1§!              §R¡¡¡§! Entêté, aventurier;§h+1§!              §R¡¡¡§! Pervers, abenteurer;;§h+1§!              §R¡¡¡§! Perverso, aventurero;;;;;;;;;
perversexdebutante;                  §R¡¡¡§! Perverse, debutante;                  §R¡¡¡§! Entêté, débutant;                  §R¡¡¡§! Pervers, debütant;;                  §R¡¡¡§! Perverso, debutante;;;;;;;;;
perversexcolonial_b;     §u–2§! §h+20%§!§R¡¡¡§! Perverse, colonial;     §u–2§! §h+20%§!§R¡¡¡§! Entêté, colonial;     §u–2§! §h+20%§!§R¡¡¡§! Pervers, kolonial;;     §u–2§! §h+20%§!§R¡¡¡§! Perverso, colonial;;;;;;;;;
perversexdisgraced;                  §R¡¡¡§! Perverse, disgraced;                  §R¡¡¡§! Entêté, déshonoré;                  §R¡¡¡§! Pervers, in ungnade gefallener;;                  §R¡¡¡§! Perverso, deshonrado;;;;;;;;;
perversexpriest;                  §R¡¡¡§! Perverse, priest;                  §R¡¡¡§! Entêté, prêtre;                  §R¡¡¡§! Pervers, priester;;                  §R¡¡¡§! Perverso, sacerdote;;;;;;;;;
perversexrising_star;                  §R¡¡¡§! Perverse, rising star;                  §R¡¡¡§! Entêté, étoile montante;                  §R¡¡¡§! Pervers, aufsteigender stern;;                  §R¡¡¡§! Perverso, nueva promesa;;;;;;;;;
perversexpolitician;                  §R¡¡¡§! Perverse, politician;                  §R¡¡¡§! Entêté, politicien;                  §R¡¡¡§! Pervers, politiker;;                  §R¡¡¡§! Perverso, político;;;;;;;;;
perversexpoet;§u–1§!              §G!!!§! Perverse, poet;§u–1§!              §G!!!§! Entêté, poète;§u–1§!              §G!!!§! Pervers, poet;;§u–1§!              §G!!!§! Perverso, poeta;;;;;;;;;
perversexcartographer;          §G+40%§!§R¡¡¡§! Perverse, cartographer;          §G+40%§!§R¡¡¡§! Entêté, cartographe;          §G+40%§!§R¡¡¡§! Pervers, kartograf;;          §G+40%§!§R¡¡¡§! Perverso, cartógrafo;;;;;;;;;
perversexprofessor;§u–1§! §u–1§!         §G!!!§! Perverse, professor;§u–1§! §u–1§!         §G!!!§! Entêté, professeur;§u–1§! §u–1§!         §G!!!§! Pervers, professor;;§u–1§! §u–1§!         §G!!!§! Perverso, profesor;;;;;;;;;
perversexold_school;§h+1§! §u–2§!         §G!!!§! Perverse, old school;§h+1§! §u–2§!         §G!!!§! Entêté, vieille école;§h+1§! §u–2§!         §G!!!§! Pervers, alte schule;;§h+1§! §u–2§!         §G!!!§! Perverso, de la vieja escuela;;;;;;;;;
perversexeccentric_genius;§h+2§!              §R¡¡¡§! Perverse, eccentric genius;§h+2§!              §R¡¡¡§! Entêté, génie excentrique;§h+2§!              §R¡¡¡§! Pervers, exzentrisches genie;;§h+2§!              §R¡¡¡§! Perverso, genio excéntrico;;;;;;;;;
perversexgifted_administrator;                  §u¿§! Perverse, gifted administrator;                  §u¿§! Entêté, administrateur doué;                  §u¿§! Pervers, begabter administrator;;                  §u¿§! Perverso, gran administrador;;;;;;;;;
perversexinnovative_tactician;§h+1§!              §R¡¡¡§! Perverse, innovative tactician;§h+1§!              §R¡¡¡§! Entêté, tacticien novateur;§h+1§!              §R¡¡¡§! Pervers, innovativer taktiker;;§h+1§!              §R¡¡¡§! Perverso, táctico innovador;;;;;;;;;
perversexexpert_raider;§h+2§!              §R¡¡¡§! Perverse, expert raider;§h+2§!              §R¡¡¡§! Entêté, commando expérimenté;§h+2§!              §R¡¡¡§! Pervers, überfallexperte;;§h+2§!              §R¡¡¡§! Perverso, experto en asaltos;;;;;;;;;
perversexnatural_born_leader;§h+1§!              §u¿§! Perverse, natural born leader;§h+1§!              §u¿§! Entêté, chef naturel;§h+1§!              §u¿§! Pervers, geborener anführer;;§h+1§!              §u¿§! Perverso, líder nato;;;;;;;;;
perversexmegalomaniac;§u–2§!              §R¡¡¡§! Perverse, megalomaniac;§u–2§!              §R¡¡¡§! Entêté, mégalomane;§u–2§!              §R¡¡¡§! Pervers, megalomane;;§u–2§!              §R¡¡¡§! Perverso, megalómano;;;;;;;;;
perversexhated;§h+1§! §h+1§!         §R¡¡¡§! Perverse, hated;§h+1§! §h+1§!         §R¡¡¡§! Entêté, odieux;§h+1§! §h+1§!         §R¡¡¡§! Pervers, gehasst;;§h+1§! §h+1§!         §R¡¡¡§! Perverso, odiado;;;;;;;;;
perversexcursed_luck;§h+2§! §h+2§!         §R¡¡¡§! Perverse, cursed luck;§h+2§! §h+2§!         §R¡¡¡§! Entêté, malchanceux;§h+2§! §h+2§!         §R¡¡¡§! Pervers, vom pech verflucht;;§h+2§! §h+2§!         §R¡¡¡§! Perverso, mala pata;;;;;;;;;
perversexclueless;§u–1§!              §R¡¡¡§! Perverse, clueless;§u–1§!              §R¡¡¡§! Entêté, ignorant;§u–1§!              §R¡¡¡§! Pervers, ahnungslos;;§u–1§!              §R¡¡¡§! Perverso, negado;;;;;;;;;
perversexdiplomat;          §u  –5%§!§R¡¡¡§! Perverse, diplomat;          §u  –5%§!§R¡¡¡§! Entêté, diplomate;          §u  –5%§!§R¡¡¡§! Pervers, diplomat;;          §u  –5%§!§R¡¡¡§! Perverso, diplomático;;;;;;;;;
perversexpowerful_friends;          §u–10%§!§R¡¡¡§! Perverse, powerful friends;          §u–10%§!§R¡¡¡§! Entêté, amis puissants;          §u–10%§!§R¡¡¡§! Pervers, mächtige freunde;;          §u–10%§!§R¡¡¡§! Perverso, de padrinos poderosos;;;;;;;;;
perverseximmoral;                  §R¡¡¡§! Perverse, immoral;                  §R¡¡¡§! Entêté, immoral;                  §R¡¡¡§! Pervers, unmoralisch;;                  §R¡¡¡§! Perverso, inmoral;;;;;;;;;
perversexwomanizer;                  §G!!!§! Perverse, womanizer;                  §G!!!§! Entêté, coureur de jupons;                  §G!!!§! Pervers, schürzenjäger;;                  §G!!!§! Perverso, mujeriego;;;;;;;;;
perversexwarmonger;          §h+10%§!§R¡¡¡§! Perverse, warmonger;          §h+10%§!§R¡¡¡§! Entêté, belliciste;          §h+10%§!§R¡¡¡§! Pervers, kriegstreiber;;          §h+10%§!§R¡¡¡§! Perverso, belicista;;;;;;;;;
perversexcorrupt;                  §R¡¡¡§! Perverse, corrupt;                  §R¡¡¡§! Entêté, corrompu;                  §R¡¡¡§! Pervers, korrupt;;                  §R¡¡¡§! Perverso, corrupto;;;;;;;;;
perversexbootlicker;     §h+1§!         §R¡¡¡§! Perverse, bootlicker;     §h+1§!         §R¡¡¡§! Entêté, lèche-bottes;     §h+1§!         §R¡¡¡§! Pervers, speichellecker;;     §h+1§!         §R¡¡¡§! Perverso, pelotillero;;;;;;;;;
perversexsycophant;                  §G!!!§! Perverse, sycophant;                  §G!!!§! Entêté, flagorneur;                  §G!!!§! Pervers, kriecher;;                  §G!!!§! Perverso, adulador;;;;;;;;;
perversextoady;§h+1§!              §u¿§! Perverse, toady;§h+1§!              §u¿§! Entêté, flatteur;§h+1§!              §u¿§! Pervers, schleimer;;§h+1§!              §u¿§! Perverso, pelota;;;;;;;;;
perversexyesman;                  §R¡¡¡§! Perverse, yesman;                  §R¡¡¡§! Entêté, béni-oui-oui;                  §R¡¡¡§! Pervers, jasager;;                  §R¡¡¡§! Perverso, pelotillero;;;;;;;;;
perversexbrownnoser;§h+1§!              §R¡¡¡§! Perverse, brownnoser;§h+1§!              §R¡¡¡§! Entêté, lèche-cul;§h+1§!              §R¡¡¡§! Pervers, stiefellecker;;§h+1§!              §R¡¡¡§! Perverso, obsequioso;;;;;;;;;
perversexspoiled;§h+2§!              §R¡¡¡§! Perverse, spoiled;§h+2§!              §R¡¡¡§! Entêté, gâté;§h+2§!              §R¡¡¡§! Pervers, verwöhnt;;§h+2§!              §R¡¡¡§! Perverso, malcriado;;;;;;;;;
perversexschool_of_defense;     §G+3§!         §R¡¡¡§! Perverse, school of defense;     §G+3§!         §R¡¡¡§! Entêté, école de défense;     §G+3§!         §R¡¡¡§! Pervers, schule der verteidigung;;     §G+3§!         §R¡¡¡§! Perverso, escuela de la defensa;;;;;;;;;
perversexschool_of_offense;§h+1§!      §h+10%§!§u¿§! Perverse, school of offense;§h+1§!      §h+10%§!§u¿§! Entêté, école d'attaque;§h+1§!      §h+10%§!§u¿§! Pervers, schule der offensive;;§h+1§!      §h+10%§!§u¿§! Perverso, escuela del ataque;;;;;;;;;
perversexschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!§R¡¡¡§! Perverse, school of the bayonet;§h+2§! §h+1§! §h+10%§!§R¡¡¡§! Entêté, école de la baïonnette;§h+2§! §h+1§! §h+10%§!§R¡¡¡§! Pervers, schule des bajonetts;;§h+2§! §h+1§! §h+10%§!§R¡¡¡§! Perverso, escuela de la bayoneta;;;;;;;;;
perversexschool_of_firepower;§h+1§!              §h?§! Perverse, school of firepower;§h+1§!              §h?§! Entêté, école de la puissance de feu;§h+1§!              §h?§! Pervers, schule der feuerkraft;;§h+1§!              §h?§! Perverso, escuela de la potencia de fuego;;;;;;;;;
perversexartillerist;     §h+1§!         §u¿§! Perverse, artillerist;     §h+1§!         §u¿§! Entêté, artilleur;     §h+1§!         §u¿§! Pervers, artillerist;;     §h+1§!         §u¿§! Perverso, artillero;;;;;;;;;
perversexuncommonly_young;§h+1§! §h+1§!         §R¡¡¡§! Perverse, uncommonly young;§h+1§! §h+1§!         §R¡¡¡§! Entêté, singulièrement jeune;§h+1§! §h+1§!         §R¡¡¡§! Pervers, ungewöhnlich jung;;§h+1§! §h+1§!         §R¡¡¡§! Perverso, extraordinariamente joven;;;;;;;;;
perversexsucker;§u–1§!              §R¡¡¡§! Perverse, sucker;§u–1§!              §R¡¡¡§! Entêté, gogo;§u–1§!              §R¡¡¡§! Pervers, trottel;;§u–1§!              §R¡¡¡§! Perverso, chupóptero;;;;;;;;;
perversexsad_sack;§u–2§!              §R¡¡¡§! Perverse, sad sack;§u–2§!              §R¡¡¡§! Entêté, raté;§u–2§!              §R¡¡¡§! Pervers, trauriger sack;;§u–2§!              §R¡¡¡§! Perverso, negado;;;;;;;;;
perversexunfit;§u–2§!              §R¡¡¡§! Perverse, unfit;§u–2§!              §R¡¡¡§! Entêté, inapte;§u–2§!              §R¡¡¡§! Pervers, ungeeignet;;§u–2§!              §R¡¡¡§! Perverso, inútil;;;;;;;;;
perversexunqualified;          §u–10%§!§R¡¡¡§! Perverse, unqualified;          §u–10%§!§R¡¡¡§! Entêté, non qualifié;          §u–10%§!§R¡¡¡§! Pervers, unqualifiziert;;          §u–10%§!§R¡¡¡§! Perverso, inepto;;;;;;;;;
perversexpawn;                  §R¡¡¡§! Perverse, pawn;                  §R¡¡¡§! Entêté, pion;                  §R¡¡¡§! Pervers, pfand;;                  §R¡¡¡§! Perverso, títere;;;;;;;;;
perversexelderly;                  §R¡¡¡§! Perverse, elderly;                  §R¡¡¡§! Entêté, âgé;                  §R¡¡¡§! Pervers, älter;;                  §R¡¡¡§! Perverso, anciano;;;;;;;;;
perversexincompetent;                  §R¡¡¡§! Perverse, incompetent;                  §R¡¡¡§! Entêté, incompétent;                  §R¡¡¡§! Pervers, inkompetent;;                  §R¡¡¡§! Perverso, incompetente;;;;;;;;;
unrulyxwar_college;§h+1§!                 Unruly, war college;§h+1§!                 Insoumis, école militaire;§h+1§!                 Widerborstig, militärakademie;;§h+1§!                 Desobediente, academia militar;;;;;;;;;
unrulyxcavalry_school;§h+2§!                 Unruly, cavalry school;§h+2§!                 Insoumis, école de cavalerie;§h+2§!                 Widerborstig, kavallerieschule;;§h+2§!                 Desobediente, escuela de caballería;;;;;;;;;
unrulyxengineer;          §h  +5%§!   Unruly, engineer;          §h  +5%§!   Insoumis, sapeur;          §h  +5%§!   Widerborstig, pionier;;          §h  +5%§!   Desobediente, ingenieros;;;;;;;;;
unrulyxarmchair_general;          §h+10%§!   Unruly, armchair general;          §h+10%§!   Insoumis, général de façade;          §h+10%§!   Widerborstig, sesselgeneral;;          §h+10%§!   Desobediente, general apoltronado;;;;;;;;;
unrulyxbureaucrat_speed;          §h+15%§!   Unruly, bureaucrat speed;          §h+15%§!   Insoumis, vitesse de bureaucrate;          §h+15%§!   Widerborstig, bürokratische geschwindigkeit;;          §h+15%§!   Desobediente, chupatintas;;;;;;;;;
unrulyxgenerals_aide;     §h+1§!            Unruly, general's aide;     §h+1§!            Insoumis, aide de camp;     §h+1§!            Widerborstig, generalsadjutant;;     §h+1§!            Desobediente, ayudante de campo;;;;;;;;;
unrulyxamateur;     §u–1§! §u–25%§!   Unruly, amateur;     §u–1§! §u–25%§!   Insoumis, amateur;     §u–1§! §u–25%§!   Widerborstig, amateur;;     §u–1§! §u–25%§!   Desobediente, aficionado;;;;;;;;;
unrulyxmadman;                  §u¿§! Unruly, madman;                  §u¿§! Insoumis, fou;                  §u¿§! Widerborstig, irrer;;                  §u¿§! Desobediente, loco;;;;;;;;;
unrulyxaristocrat;                  §h?§! Unruly, aristocrat;                  §h?§! Insoumis, aristocrate;                  §h?§! Widerborstig, aristokrat;;                  §h?§! Desobediente, aristócrata;;;;;;;;;
unrulyxdrillmaster;                  §G!!!§! Unruly, drillmaster;                  §G!!!§! Insoumis, sergent instructeur;                  §G!!!§! Widerborstig, zuchtmeister;;                  §G!!!§! Desobediente, instructor;;;;;;;;;
unrulyxbutcher;                     Unruly, butcher;                     Insoumis, boucher;                     Widerborstig, schlächter;;                     Desobediente, carnicero;;;;;;;;;
unrulyxexranker;                  §u¿§! Unruly, exranker;                  §u¿§! Insoumis, ancien militaire;                  §u¿§! Widerborstig, ex-gefreiter;;                  §u¿§! Desobediente, ascendido desde la tropa;;;;;;;;;
unrulyxadventurer;§h+1§!                 Unruly, adventurer;§h+1§!                 Insoumis, aventurier;§h+1§!                 Widerborstig, abenteurer;;§h+1§!                 Desobediente, aventurero;;;;;;;;;
unrulyxdebutante;                     Unruly, debutante;                     Insoumis, débutant;                     Widerborstig, debütant;;                     Desobediente, debutante;;;;;;;;;
unrulyxcolonial_b;     §u–2§! §h+20%§!   Unruly, colonial;     §u–2§! §h+20%§!   Insoumis, colonial;     §u–2§! §h+20%§!   Widerborstig, kolonial;;     §u–2§! §h+20%§!   Desobediente, colonial;;;;;;;;;
unrulyxdisgraced;                     Unruly, disgraced;                     Insoumis, déshonoré;                     Widerborstig, in ungnade gefallener;;                     Desobediente, deshonrado;;;;;;;;;
unrulyxpriest;                     Unruly, priest;                     Insoumis, prêtre;                     Widerborstig, priester;;                     Desobediente, sacerdote;;;;;;;;;
unrulyxrising_star;                     Unruly, rising star;                     Insoumis, étoile montante;                     Widerborstig, aufsteigender stern;;                     Desobediente, nueva promesa;;;;;;;;;
unrulyxpolitician;                  §u¿§! Unruly, politician;                  §u¿§! Insoumis, politicien;                  §u¿§! Widerborstig, politiker;;                  §u¿§! Desobediente, político;;;;;;;;;
unrulyxpoet;§u–1§!              §G!!!§! Unruly, poet;§u–1§!              §G!!!§! Insoumis, poète;§u–1§!              §G!!!§! Widerborstig, poet;;§u–1§!              §G!!!§! Desobediente, poeta;;;;;;;;;
unrulyxcartographer;          §G+40%§!   Unruly, cartographer;          §G+40%§!   Insoumis, cartographe;          §G+40%§!   Widerborstig, kartograf;;          §G+40%§!   Desobediente, cartógrafo;;;;;;;;;
unrulyxprofessor;§u–1§! §u–1§!         §G!!!§! Unruly, professor;§u–1§! §u–1§!         §G!!!§! Insoumis, professeur;§u–1§! §u–1§!         §G!!!§! Widerborstig, professor;;§u–1§! §u–1§!         §G!!!§! Desobediente, profesor;;;;;;;;;
unrulyxold_school;§h+1§! §u–2§!         §G!!!§! Unruly, old school;§h+1§! §u–2§!         §G!!!§! Insoumis, vieille école;§h+1§! §u–2§!         §G!!!§! Widerborstig, alte schule;;§h+1§! §u–2§!         §G!!!§! Desobediente, de la vieja escuela;;;;;;;;;
unrulyxeccentric_genius;§h+2§!                 Unruly, eccentric genius;§h+2§!                 Insoumis, génie excentrique;§h+2§!                 Widerborstig, exzentrisches genie;;§h+2§!                 Desobediente, genio excéntrico;;;;;;;;;
unrulyxgifted_administrator;                  §h?§! Unruly, gifted administrator;                  §h?§! Insoumis, administrateur doué;                  §h?§! Widerborstig, begabter administrator;;                  §h?§! Desobediente, gran administrador;;;;;;;;;
unrulyxinnovative_tactician;§h+1§!                 Unruly, innovative tactician;§h+1§!                 Insoumis, tacticien novateur;§h+1§!                 Widerborstig, innovativer taktiker;;§h+1§!                 Desobediente, táctico innovador;;;;;;;;;
unrulyxexpert_raider;§h+2§!                 Unruly, expert raider;§h+2§!                 Insoumis, commando expérimenté;§h+2§!                 Widerborstig, überfallexperte;;§h+2§!                 Desobediente, experto en asaltos;;;;;;;;;
unrulyxnatural_born_leader;§h+1§!              §h?§! Unruly, natural born leader;§h+1§!              §h?§! Insoumis, chef naturel;§h+1§!              §h?§! Widerborstig, geborener anführer;;§h+1§!              §h?§! Desobediente, líder nato;;;;;;;;;
unrulyxmegalomaniac;§u–2§!                 Unruly, megalomaniac;§u–2§!                 Insoumis, mégalomane;§u–2§!                 Widerborstig, megalomane;;§u–2§!                 Desobediente, megalómano;;;;;;;;;
unrulyxhated;§h+1§! §h+1§!         §R¡¡¡§! Unruly, hated;§h+1§! §h+1§!         §R¡¡¡§! Insoumis, odieux;§h+1§! §h+1§!         §R¡¡¡§! Widerborstig, gehasst;;§h+1§! §h+1§!         §R¡¡¡§! Desobediente, odiado;;;;;;;;;
unrulyxcursed_luck;§h+2§! §h+2§!         §R¡¡¡§! Unruly, cursed luck;§h+2§! §h+2§!         §R¡¡¡§! Insoumis, malchanceux;§h+2§! §h+2§!         §R¡¡¡§! Widerborstig, vom pech verflucht;;§h+2§! §h+2§!         §R¡¡¡§! Desobediente, mala pata;;;;;;;;;
unrulyxclueless;§u–1§!              §R¡¡¡§! Unruly, clueless;§u–1§!              §R¡¡¡§! Insoumis, ignorant;§u–1§!              §R¡¡¡§! Widerborstig, ahnungslos;;§u–1§!              §R¡¡¡§! Desobediente, negado;;;;;;;;;
unrulyxdiplomat;          §u  –5%§!   Unruly, diplomat;          §u  –5%§!   Insoumis, diplomate;          §u  –5%§!   Widerborstig, diplomat;;          §u  –5%§!   Desobediente, diplomático;;;;;;;;;
unrulyxpowerful_friends;          §u–10%§!   Unruly, powerful friends;          §u–10%§!   Insoumis, amis puissants;          §u–10%§!   Widerborstig, mächtige freunde;;          §u–10%§!   Desobediente, de padrinos poderosos;;;;;;;;;
unrulyximmoral;                  §u¿§! Unruly, immoral;                  §u¿§! Insoumis, immoral;                  §u¿§! Widerborstig, unmoralisch;;                  §u¿§! Desobediente, inmoral;;;;;;;;;
unrulyxwomanizer;                  §G!!!§! Unruly, womanizer;                  §G!!!§! Insoumis, coureur de jupons;                  §G!!!§! Widerborstig, schürzenjäger;;                  §G!!!§! Desobediente, mujeriego;;;;;;;;;
unrulyxwarmonger;          §h+10%§!§R¡¡¡§! Unruly, warmonger;          §h+10%§!§R¡¡¡§! Insoumis, belliciste;          §h+10%§!§R¡¡¡§! Widerborstig, kriegstreiber;;          §h+10%§!§R¡¡¡§! Desobediente, belicista;;;;;;;;;
unrulyxcorrupt;                  §R¡¡¡§! Unruly, corrupt;                  §R¡¡¡§! Insoumis, corrompu;                  §R¡¡¡§! Widerborstig, korrupt;;                  §R¡¡¡§! Desobediente, corrupto;;;;;;;;;
unrulyxbootlicker;     §h+1§!            Unruly, bootlicker;     §h+1§!            Insoumis, lèche-bottes;     §h+1§!            Widerborstig, speichellecker;;     §h+1§!            Desobediente, pelotillero;;;;;;;;;
unrulyxsycophant;                  §G!!!§! Unruly, sycophant;                  §G!!!§! Insoumis, flagorneur;                  §G!!!§! Widerborstig, kriecher;;                  §G!!!§! Desobediente, adulador;;;;;;;;;
unrulyxtoady;§h+1§!              §h?§! Unruly, toady;§h+1§!              §h?§! Insoumis, flatteur;§h+1§!              §h?§! Widerborstig, schleimer;;§h+1§!              §h?§! Desobediente, pelota;;;;;;;;;
unrulyxyesman;                     Unruly, yesman;                     Insoumis, béni-oui-oui;                     Widerborstig, jasager;;                     Desobediente, pelotillero;;;;;;;;;
